"freq","month","new_threshold","old_threshold"
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",34.2242318312664,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",30.6572600414354,33.8476079540515
"30","Dec",34.2242318312664,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.4122662081148,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.9225353776193,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",32.7402947135746,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",31.9238048864207,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",32.7402947135746,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",32.2404410976671,33.8476079540515
"30","Dec",34.972801622535,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",34.972801622535,33.8476079540515
"30","Dec",31.9238048864207,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",34.5706653272124,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.4122662081148,33.8476079540515
"30","Dec",34.2242318312664,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",30.3117932215642,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",31.9238048864207,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",33.4122662081148,33.8476079540515
"30","Dec",34.5706653272124,33.8476079540515
"30","Dec",32.7402947135746,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",32.2404410976671,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",34.972801622535,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",34.5121057249899,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",33.9225353776193,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",32.8652581175515,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",32.7402947135746,33.8476079540515
"30","Dec",34.5706653272124,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",33.7052224857268,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",32.8652581175515,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",34.6248356171027,33.8476079540515
"30","Dec",34.2954245654288,33.8476079540515
"30","Dec",34.0611861565387,33.8476079540515
"30","Dec",33.3679322619417,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",34.3539841676513,33.8476079540515
"30","Dec",32.7402947135746,33.8476079540515
"30","Dec",35.0342526210009,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",33.6377644409697,33.8476079540515
"30","Dec",33.9899934223763,33.8476079540515
"30","Dec",33.2673974330637,33.8476079540515
